#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL6	NFKBIZ	4447254	4439783	9606.ENSP00000385675	9606.ENSP00000325663	0	0	0	0	0.166	0.379	0	0.417	0.671
FCGR2A	IL4	4435978	4433533	9606.ENSP00000271450	9606.ENSP00000231449	0	0	0	0	0	0	0	0.671	0.671
PRDX6	DECR1	4441216	4433130	9606.ENSP00000342026	9606.ENSP00000220764	0	0	0	0	0.065	0	0	0.662	0.671
IL6	CNR1	4447254	4443334	9606.ENSP00000385675	9606.ENSP00000358513	0	0	0	0	0	0	0	0.671	0.671
FCGR1A	ITGAE	4443273	4435192	9606.ENSP00000358165	9606.ENSP00000263087	0	0	0	0	0	0	0	0.671	0.671
FN1	TIMP3	4441661	4435687	9606.ENSP00000346839	9606.ENSP00000266085	0	0	0	0	0.282	0	0	0.560	0.671
TLR5	IL4	4449957	4433533	9606.ENSP00000440643	9606.ENSP00000231449	0	0	0	0	0	0	0	0.671	0.671
IL24	IFNGR2	4445964	4436845	9606.ENSP00000375795	9606.ENSP00000290219	0	0	0	0	0	0.172	0.600	0.087	0.671
IL4R	LEP	4446450	4438805	9606.ENSP00000379111	9606.ENSP00000312652	0	0	0	0	0	0	0.600	0.213	0.671
FOS	ICAM1	4438204	4435501	9606.ENSP00000306245	9606.ENSP00000264832	0	0	0	0	0	0	0	0.671	0.671
IL6R	TSLP	4443110	4440990	9606.ENSP00000357470	9606.ENSP00000339804	0	0	0	0	0	0	0.600	0.213	0.671
IL17F	CSF2	4440787	4437349	9606.ENSP00000337432	9606.ENSP00000296871	0	0	0	0	0	0	0	0.671	0.671
PTPRC	TLR1	4448605	4442576	9606.ENSP00000411355	9606.ENSP00000354932	0	0	0	0	0.351	0.063	0	0.502	0.671
IL17A	DEFB103A	4441397	4439405	9606.ENSP00000344192	9606.ENSP00000320951	0	0	0	0	0	0	0	0.671	0.671
CD40	CRP	4443911	4434405	9606.ENSP00000361359	9606.ENSP00000255030	0	0	0	0	0	0	0	0.671	0.671
PTGS2	PLB1	4442894	4440186	9606.ENSP00000356438	9606.ENSP00000330442	0	0	0	0	0.077	0	0.650	0.065	0.671
IL10	IL11	4448642	4435452	9606.ENSP00000412237	9606.ENSP00000264563	0	0	0	0	0	0	0	0.671	0.671
SPP1	IL17A	4446370	4441397	9606.ENSP00000378517	9606.ENSP00000344192	0	0	0	0	0	0	0	0.671	0.671
SLC23A1	LCT	4437903	4435387	9606.ENSP00000302851	9606.ENSP00000264162	0	0	0	0	0.089	0	0	0.653	0.671
PTPRC	IL15	4448605	4437305	9606.ENSP00000411355	9606.ENSP00000296545	0	0	0	0	0.148	0	0	0.630	0.671
CXCL12	HMGB1	4446453	4441512	9606.ENSP00000379140	9606.ENSP00000345347	0	0	0	0	0	0	0	0.671	0.671
ITGAM	CRP	4449997	4434405	9606.ENSP00000441691	9606.ENSP00000255030	0	0	0	0	0	0	0	0.671	0.671
PSTPIP1	PTPN22	4450402	4442291	9606.ENSP00000452746	9606.ENSP00000352833	0	0	0	0	0.196	0.460	0	0.303	0.671
IRAK1	IL37	4443435	4435238	9606.ENSP00000358997	9606.ENSP00000263326	0	0	0	0	0	0.059	0	0.665	0.671
TP53	AICDA	4435880	4433465	9606.ENSP00000269305	9606.ENSP00000229335	0	0	0	0	0	0	0	0.671	0.671
STAT5A	CXCL8	4441128	4438229	9606.ENSP00000341208	9606.ENSP00000306512	0	0	0	0	0.097	0	0	0.651	0.671
IL10	ADORA3	4448642	4443373	9606.ENSP00000412237	9606.ENSP00000358730	0	0	0	0	0	0	0	0.671	0.671
MICA	LGALS3	4448677	4434352	9606.ENSP00000413079	9606.ENSP00000254301	0	0	0	0	0	0.379	0	0.492	0.671
FN1	PPARG	4441661	4436745	9606.ENSP00000346839	9606.ENSP00000287820	0	0	0	0	0	0	0	0.671	0.671
PTPRC	POU5F1	4448605	4434735	9606.ENSP00000411355	9606.ENSP00000259915	0	0	0	0	0	0	0	0.671	0.671
PTPN22	UBASH3A	4442291	4439118	9606.ENSP00000352833	9606.ENSP00000317327	0	0	0	0	0.118	0	0	0.642	0.671
LCN2	LEP	4444080	4438805	9606.ENSP00000362108	9606.ENSP00000312652	0	0	0	0	0	0	0	0.670	0.670
IL17A	TLR8	4441397	4438750	9606.ENSP00000344192	9606.ENSP00000312082	0	0	0	0	0	0	0	0.670	0.670
CSF2RA	IFNG	4447840	4433446	9606.ENSP00000394227	9606.ENSP00000229135	0	0	0	0	0.062	0	0.600	0.192	0.670
IFNG	HMOX1	4433446	4432912	9606.ENSP00000229135	9606.ENSP00000216117	0	0	0	0	0	0	0	0.670	0.670
ITGB2	IL10RA	4446737	4433397	9606.ENSP00000380948	9606.ENSP00000227752	0	0	0	0	0.570	0	0	0.265	0.670
SERPINA1	MPG	4448813	4433088	9606.ENSP00000416066	9606.ENSP00000219431	0.043	0	0	0	0	0	0	0.670	0.670
CXCL8	IL17D	4438229	4437913	9606.ENSP00000306512	9606.ENSP00000302924	0	0	0	0	0	0	0	0.670	0.670
NR2C2	TNFRSF6B	4451739	4443438	9606.ENSP00000483059	9606.ENSP00000359013	0	0	0	0	0	0	0	0.670	0.670
TLR3	IL2	4437339	4433376	9606.ENSP00000296795	9606.ENSP00000226730	0	0	0	0	0	0	0	0.670	0.670
FGF2	CCL2	4435443	4433339	9606.ENSP00000264498	9606.ENSP00000225831	0	0	0	0	0	0	0	0.670	0.670
TNF	FGF7	4448041	4435784	9606.ENSP00000398698	9606.ENSP00000267843	0	0	0	0	0	0	0	0.670	0.670
SOCS3	MAPK1	4440175	4432880	9606.ENSP00000330341	9606.ENSP00000215832	0	0	0	0	0	0	0	0.670	0.670
FASLG	TP53	4442944	4435880	9606.ENSP00000356694	9606.ENSP00000269305	0	0	0	0	0	0	0	0.670	0.670
IL4	GAPDH	4433533	4433451	9606.ENSP00000231449	9606.ENSP00000229239	0	0	0	0	0	0	0	0.670	0.670
CXCL12	CCL7	4446453	4445079	9606.ENSP00000379140	9606.ENSP00000367832	0	0	0	0	0	0	0	0.670	0.670
NR2C2	ENSG00000026036	4451739	4451476	9606.ENSP00000483059	9606.ENSP00000480348	0	0	0	0	0	0	0	0.670	0.670
ATN1	IL18	4441885	4436375	9606.ENSP00000349076	9606.ENSP00000280357	0	0	0	0	0	0	0	0.670	0.670
IFNA1	IL4	4436248	4433533	9606.ENSP00000276927	9606.ENSP00000231449	0	0	0	0	0	0	0	0.670	0.670
PPARG	CDKAL1	4436745	4436153	9606.ENSP00000287820	9606.ENSP00000274695	0	0	0	0	0	0	0	0.670	0.670
IFNA13	RELA	4451489	4447098	9606.ENSP00000480467	9606.ENSP00000384273	0	0	0	0	0	0	0.600	0.210	0.670
NLRP3	IFIH1	4440784	4435285	9606.ENSP00000337383	9606.ENSP00000263642	0	0	0	0	0.084	0	0	0.654	0.670
ENTPD1	ITGAL	4443695	4441903	9606.ENSP00000360250	9606.ENSP00000349252	0	0	0	0	0.088	0	0	0.653	0.670
TAC1	ACE	4439413	4436887	9606.ENSP00000321106	9606.ENSP00000290866	0	0	0	0	0	0	0	0.670	0.670
TLR8	IL4	4438750	4433533	9606.ENSP00000312082	9606.ENSP00000231449	0	0	0	0	0	0	0	0.670	0.670
IL6	ANXA1	4447254	4444796	9606.ENSP00000385675	9606.ENSP00000366109	0	0	0	0	0.094	0	0	0.650	0.670
RELA	IFNA1	4447098	4436248	9606.ENSP00000384273	9606.ENSP00000276927	0	0	0	0	0	0	0.600	0.211	0.670
STAT4	IL2	4446006	4433376	9606.ENSP00000376134	9606.ENSP00000226730	0	0	0	0	0	0	0	0.670	0.670
IL2RA	IL17A	4445295	4441397	9606.ENSP00000369293	9606.ENSP00000344192	0	0	0	0	0	0	0	0.670	0.670
TLR9	IFNA1	4442410	4436248	9606.ENSP00000353874	9606.ENSP00000276927	0	0	0	0	0	0	0	0.670	0.670
IL6R	IL17D	4443110	4437913	9606.ENSP00000357470	9606.ENSP00000302924	0	0	0	0	0	0	0.600	0.210	0.670
IFNGR2	IL23A	4436845	4433418	9606.ENSP00000290219	9606.ENSP00000228534	0	0	0	0	0	0	0.600	0.211	0.670
IL10	STAT5B	4448642	4437006	9606.ENSP00000412237	9606.ENSP00000293328	0	0	0	0	0	0.096	0	0.650	0.670
CTLA4	TNFSF9	4438004	4433948	9606.ENSP00000303939	9606.ENSP00000245817	0	0	0	0	0	0	0	0.670	0.670
CXCR4	MMP3	4447439	4437610	9606.ENSP00000386884	9606.ENSP00000299855	0	0	0	0	0	0.064	0	0.661	0.670
GHR	IL4	4451768	4433533	9606.ENSP00000483403	9606.ENSP00000231449	0	0	0	0	0	0	0.600	0.210	0.670
KAT5	HDAC11	4441035	4437189	9606.ENSP00000340330	9606.ENSP00000295757	0	0	0	0	0.063	0.186	0	0.602	0.670
IL17A	IL7R	4441397	4438199	9606.ENSP00000344192	9606.ENSP00000306157	0	0	0	0	0	0	0	0.670	0.670
TLR2	MEFV	4434743	4433096	9606.ENSP00000260010	9606.ENSP00000219596	0	0	0	0	0.109	0.051	0	0.641	0.670
PLA2G2A	MAPK1	4447011	4432880	9606.ENSP00000383364	9606.ENSP00000215832	0	0	0	0	0	0	0.600	0.210	0.670
AGT	NCF1	4442719	4436815	9606.ENSP00000355627	9606.ENSP00000289473	0	0	0	0	0	0	0	0.670	0.670
F2	TP53	4438421	4435880	9606.ENSP00000308541	9606.ENSP00000269305	0	0	0	0	0	0	0	0.670	0.670
FCHSD2	KIR3DL2	4447415	4439768	9606.ENSP00000386722	9606.ENSP00000325525	0	0	0	0	0	0	0	0.670	0.670
SLPI	DEFB4A	4441219	4437973	9606.ENSP00000342082	9606.ENSP00000303532	0	0	0	0	0	0	0	0.670	0.670
IL4R	IL2RA	4446450	4445295	9606.ENSP00000379111	9606.ENSP00000369293	0	0	0	0	0	0	0	0.670	0.670
DKK1	HNF4A	4444299	4438830	9606.ENSP00000363081	9606.ENSP00000312987	0	0	0	0	0	0	0	0.670	0.670
CD274	IL15	4445568	4437305	9606.ENSP00000370989	9606.ENSP00000296545	0	0	0	0	0.107	0	0	0.645	0.670
ZMIZ1	NOTCH1	4440572	4436260	9606.ENSP00000334474	9606.ENSP00000277541	0	0	0	0	0.081	0.361	0	0.483	0.670
IL6ST	IL12B	4445526	4433529	9606.ENSP00000370698	9606.ENSP00000231228	0	0	0	0	0	0	0.600	0.209	0.670
ITLN1	LEP	4439615	4438805	9606.ENSP00000323587	9606.ENSP00000312652	0	0	0	0	0	0	0	0.669	0.669
SDC1	IRF4	4445506	4445477	9606.ENSP00000370542	9606.ENSP00000370343	0	0	0	0	0	0	0	0.669	0.669
TLR9	IFNG	4442410	4433446	9606.ENSP00000353874	9606.ENSP00000229135	0	0	0	0	0	0	0	0.669	0.669
CD19	IL15	4449841	4437305	9606.ENSP00000437940	9606.ENSP00000296545	0	0	0	0	0	0	0	0.669	0.669
APAF1	FASLG	4450251	4442944	9606.ENSP00000448165	9606.ENSP00000356694	0	0	0	0	0	0	0	0.669	0.669
IL22	IL17RA	4450035	4439403	9606.ENSP00000442424	9606.ENSP00000320936	0	0	0	0	0	0	0	0.669	0.669
CD226	MICB	4436365	4434214	9606.ENSP00000280200	9606.ENSP00000252229	0	0	0	0	0	0	0	0.669	0.669
VEGFA	ITGAM	4451310	4449997	9606.ENSP00000478570	9606.ENSP00000441691	0	0	0	0	0	0	0	0.669	0.669
MTMR3	HORMAD2	4447149	4440751	9606.ENSP00000384651	9606.ENSP00000336984	0	0	0	0	0	0	0	0.669	0.669
DNTT	CD33	4443688	4435042	9606.ENSP00000360216	9606.ENSP00000262262	0	0	0	0	0	0	0	0.669	0.669
IL3	IL1B	4437348	4435241	9606.ENSP00000296870	9606.ENSP00000263341	0	0	0	0	0	0	0	0.669	0.669
CCR3	IL13	4449993	4438088	9606.ENSP00000441600	9606.ENSP00000304915	0	0	0	0	0	0	0	0.669	0.669
TLR5	CSF2	4449957	4437349	9606.ENSP00000440643	9606.ENSP00000296871	0	0	0	0	0	0	0	0.669	0.669
NGF	SERPINE1	4443338	4433266	9606.ENSP00000358525	9606.ENSP00000223095	0	0	0	0	0.116	0	0	0.641	0.669
CD40LG	CRP	4443586	4434405	9606.ENSP00000359663	9606.ENSP00000255030	0	0	0	0	0	0	0	0.669	0.669
IGFBP3	LEP	4445494	4438805	9606.ENSP00000370473	9606.ENSP00000312652	0	0	0	0	0	0	0	0.669	0.669
PGA5	LGALS4	4438514	4437822	9606.ENSP00000309542	9606.ENSP00000302100	0	0	0	0	0	0	0	0.669	0.669
DEFB104B	DEFB4A	4439502	4437973	9606.ENSP00000322191	9606.ENSP00000303532	0	0	0	0	0	0	0	0.669	0.669
IL17RA	IL23A	4439403	4433418	9606.ENSP00000320936	9606.ENSP00000228534	0	0	0	0	0	0	0	0.669	0.669
VEGFA	MMP3	4451310	4437610	9606.ENSP00000478570	9606.ENSP00000299855	0	0	0	0	0	0	0	0.669	0.669
CCL5	CCRL2	4451102	4441993	9606.ENSP00000474412	9606.ENSP00000349967	0	0	0	0	0.107	0.050	0	0.641	0.669
IL13	TLR3	4438088	4437339	9606.ENSP00000304915	9606.ENSP00000296795	0	0	0	0	0	0	0	0.669	0.669
DRD2	FOS	4442557	4438204	9606.ENSP00000354859	9606.ENSP00000306245	0	0	0	0	0	0	0	0.669	0.669
VEGFA	GDNF	4451310	4448501	9606.ENSP00000478570	9606.ENSP00000409007	0	0	0	0	0	0	0	0.669	0.669
TLR9	IL13	4442410	4438088	9606.ENSP00000353874	9606.ENSP00000304915	0	0	0	0	0	0	0	0.669	0.669
IL6	IL16	4447254	4437914	9606.ENSP00000385675	9606.ENSP00000302935	0	0	0	0	0	0	0	0.669	0.669
IL22	IL23A	4450035	4433418	9606.ENSP00000442424	9606.ENSP00000228534	0	0	0	0	0	0	0	0.669	0.669
ITPA	ADCY3	4445328	4434792	9606.ENSP00000369456	9606.ENSP00000260600	0	0	0	0	0	0	0.650	0.095	0.669
VEGFA	CD274	4451310	4445568	9606.ENSP00000478570	9606.ENSP00000370989	0	0	0	0	0	0	0	0.669	0.669
CD86	TNFSF9	4440320	4433948	9606.ENSP00000332049	9606.ENSP00000245817	0	0	0	0	0	0	0	0.669	0.669
FASLG	KLRK1	4442944	4433780	9606.ENSP00000356694	9606.ENSP00000240618	0	0	0	0	0	0	0	0.669	0.669
CTLA4	STAT3	4438004	4435468	9606.ENSP00000303939	9606.ENSP00000264657	0	0	0	0	0	0	0	0.669	0.669
CASP9	TNFRSF1A	4440164	4432688	9606.ENSP00000330237	9606.ENSP00000162749	0	0	0	0	0	0	0	0.669	0.669
CASP3	MMP2	4438651	4433061	9606.ENSP00000311032	9606.ENSP00000219070	0	0	0	0	0	0	0	0.669	0.669
EGF	CCL2	4435570	4433339	9606.ENSP00000265171	9606.ENSP00000225831	0	0	0	0	0	0	0	0.669	0.669
IL33	IL37	4445550	4435238	9606.ENSP00000370842	9606.ENSP00000263326	0	0	0	0	0	0	0	0.669	0.669
HSPA4	LGALS4	4437917	4437822	9606.ENSP00000302961	9606.ENSP00000302100	0	0	0	0	0	0	0	0.669	0.669
CD86	IL15	4440320	4437305	9606.ENSP00000332049	9606.ENSP00000296545	0	0	0	0	0.062	0	0	0.662	0.669
IDO1	IL17A	4449569	4441397	9606.ENSP00000430950	9606.ENSP00000344192	0	0	0	0	0	0	0	0.669	0.669
VEGFA	FGF7	4451310	4435784	9606.ENSP00000478570	9606.ENSP00000267843	0	0	0	0	0	0	0	0.669	0.669
IL10	CASP3	4448642	4438651	9606.ENSP00000412237	9606.ENSP00000311032	0	0	0	0	0	0	0	0.669	0.669
PLG	FGF2	4438461	4435443	9606.ENSP00000308938	9606.ENSP00000264498	0	0	0	0	0	0	0	0.669	0.669
FADS1	FADS2	4439505	4436312	9606.ENSP00000322229	9606.ENSP00000278840	0	0	0.437	0.965	0.652	0	0	0.923	0.669
NOS3	CCL2	4437409	4433339	9606.ENSP00000297494	9606.ENSP00000225831	0	0	0	0	0	0	0	0.669	0.669
MMP9	CTGF	4443919	4442998	9606.ENSP00000361405	9606.ENSP00000356954	0	0	0	0	0	0	0	0.669	0.669
SOCS1	CSF2	4440100	4437349	9606.ENSP00000329418	9606.ENSP00000296871	0	0	0	0	0.068	0	0	0.658	0.669
AIF1	ALB	4444670	4437206	9606.ENSP00000365227	9606.ENSP00000295897	0	0	0	0	0	0	0	0.669	0.669
DEFA5	DEFB4A	4440136	4437973	9606.ENSP00000329890	9606.ENSP00000303532	0	0	0	0	0	0	0	0.669	0.669
LAMP1	CTLA4	4440443	4438004	9606.ENSP00000333298	9606.ENSP00000303939	0	0	0	0	0	0	0	0.669	0.669
DEFB104A	DEFB4A	4439391	4437973	9606.ENSP00000320813	9606.ENSP00000303532	0	0	0	0	0	0	0	0.669	0.669
VEGFA	IFNG	4451310	4433446	9606.ENSP00000478570	9606.ENSP00000229135	0	0	0	0	0	0	0	0.669	0.669
IL4	GZMB	4433533	4432950	9606.ENSP00000231449	9606.ENSP00000216341	0	0	0	0	0	0	0	0.669	0.669
CXCL12	CSF2	4446453	4437349	9606.ENSP00000379140	9606.ENSP00000296871	0	0	0	0	0	0	0	0.669	0.669
ENTPD1	ADCY3	4443695	4434792	9606.ENSP00000360250	9606.ENSP00000260600	0	0	0	0	0.051	0	0.650	0.083	0.669
HP	LPL	4441808	4438536	9606.ENSP00000348170	9606.ENSP00000309757	0	0	0	0	0.060	0	0.540	0.297	0.669
LITAF	MPZ	4450618	4449652	9606.ENSP00000459533	9606.ENSP00000432943	0	0	0	0	0	0	0	0.669	0.669
CRP	PON1	4434405	4433224	9606.ENSP00000255030	9606.ENSP00000222381	0	0	0	0	0.098	0	0	0.649	0.669
GPR29	IL4	4441381	4433533	9606.ENSP00000343952	9606.ENSP00000231449	0	0	0	0	0	0	0	0.669	0.669
CNR1	P4HB	4443334	4439955	9606.ENSP00000358513	9606.ENSP00000327801	0	0	0	0	0	0	0	0.669	0.669
IL13	IL16	4438088	4437914	9606.ENSP00000304915	9606.ENSP00000302935	0	0	0	0	0	0	0	0.669	0.669
CRP	IL4	4434405	4433533	9606.ENSP00000255030	9606.ENSP00000231449	0	0	0	0	0	0	0	0.669	0.669
TLR8	CSF2	4438750	4437349	9606.ENSP00000312082	9606.ENSP00000296871	0	0	0	0	0	0	0	0.668	0.668
MCL1	IL2	4443243	4433376	9606.ENSP00000358022	9606.ENSP00000226730	0	0	0	0	0	0	0	0.668	0.668
ATXN2	SH2B3	4444910	4441528	9606.ENSP00000366843	9606.ENSP00000345492	0	0	0	0	0	0	0	0.668	0.668
TNFRSF9	FOXP3	4451323	4444690	9606.ENSP00000478699	9606.ENSP00000365380	0	0	0	0	0	0	0	0.668	0.668
KDR	MMP2	4435337	4433061	9606.ENSP00000263923	9606.ENSP00000219070	0	0	0	0	0.098	0	0	0.648	0.668
CCL4	VEGFA	4451651	4451310	9606.ENSP00000482259	9606.ENSP00000478570	0	0	0	0	0	0	0	0.668	0.668
IL10	IL16	4448642	4437914	9606.ENSP00000412237	9606.ENSP00000302935	0	0	0	0	0	0	0	0.668	0.668
STAT3	NR3C1	4435468	4433539	9606.ENSP00000264657	9606.ENSP00000231509	0	0	0	0	0	0.386	0	0.480	0.668
TYK2	IL7R	4449608	4438199	9606.ENSP00000431885	9606.ENSP00000306157	0	0	0	0	0.061	0.063	0.600	0.169	0.668
CXCL12	HMOX1	4446453	4432912	9606.ENSP00000379140	9606.ENSP00000216117	0	0	0	0	0	0	0	0.668	0.668
CLEC12A	IL3RA	4441774	4439962	9606.ENSP00000347916	9606.ENSP00000327890	0	0	0	0	0.103	0	0	0.645	0.668
IFNA1	IL1B	4436248	4435241	9606.ENSP00000276927	9606.ENSP00000263341	0	0	0	0	0	0	0	0.668	0.668
ERN1	HSP90AA1	4448175	4440643	9606.ENSP00000401445	9606.ENSP00000335153	0	0	0	0	0	0.473	0	0.396	0.668
TLR4	MEFV	4444300	4433096	9606.ENSP00000363089	9606.ENSP00000219596	0	0	0	0	0.062	0.051	0	0.657	0.668
CHI3L1	LGALS3	4434432	4434352	9606.ENSP00000255409	9606.ENSP00000254301	0	0	0	0	0	0.472	0	0.398	0.668
PKM	GUCY2C	4439337	4434826	9606.ENSP00000320171	9606.ENSP00000261170	0	0	0	0	0	0	0.650	0.092	0.668
STAT4	TLR2	4446006	4434743	9606.ENSP00000376134	9606.ENSP00000260010	0	0	0	0	0.088	0.083	0	0.635	0.668
IL3	CCL2	4437348	4433339	9606.ENSP00000296870	9606.ENSP00000225831	0	0	0	0	0	0	0	0.668	0.668
UGT1A7	CBR1	4444181	4436857	9606.ENSP00000362525	9606.ENSP00000290349	0	0	0	0	0.048	0.084	0.650	0.043	0.668
GCG	INS-IGF2	4447518	4446663	9606.ENSP00000387662	9606.ENSP00000380440	0	0	0	0	0.061	0	0	0.661	0.668
CXCL12	EGF	4446453	4435570	9606.ENSP00000379140	9606.ENSP00000265171	0	0	0	0	0	0	0	0.668	0.668
TNF	FCGR2A	4448041	4435978	9606.ENSP00000398698	9606.ENSP00000271450	0	0	0	0	0.107	0	0	0.644	0.668
IL6	FASLG	4447254	4442944	9606.ENSP00000385675	9606.ENSP00000356694	0	0	0	0	0	0	0	0.668	0.668
HGF	HMOX1	4433227	4432912	9606.ENSP00000222390	9606.ENSP00000216117	0	0	0	0	0	0	0	0.668	0.668
TNFSF15	IL23R	4444313	4439435	9606.ENSP00000363157	9606.ENSP00000321345	0	0	0	0	0	0	0	0.668	0.668
ITGAL	IL2	4441903	4433376	9606.ENSP00000349252	9606.ENSP00000226730	0	0	0	0	0	0	0	0.668	0.668
TNFRSF1B	CXCL8	4444700	4438229	9606.ENSP00000365435	9606.ENSP00000306512	0	0	0	0	0.074	0	0	0.657	0.668
ICAM1	APOE	4435501	4434227	9606.ENSP00000264832	9606.ENSP00000252486	0	0	0	0	0.061	0	0	0.661	0.668
KNG1	SELL	4435537	4433660	9606.ENSP00000265023	9606.ENSP00000236147	0	0	0	0	0	0	0	0.668	0.668
CXCR4	S100B	4447439	4436930	9606.ENSP00000386884	9606.ENSP00000291700	0	0	0	0	0	0	0	0.668	0.668
CCRL2	IL4	4441993	4433533	9606.ENSP00000349967	9606.ENSP00000231449	0	0	0	0	0	0	0	0.668	0.668
CD274	CD40LG	4445568	4443586	9606.ENSP00000370989	9606.ENSP00000359663	0	0	0	0	0.061	0	0	0.661	0.668
NFKB2	STAT3	4443433	4435468	9606.ENSP00000358983	9606.ENSP00000264657	0	0	0	0	0.062	0.393	0	0.463	0.668
GPBAR1	NR1I2	4449564	4440710	9606.ENSP00000430886	9606.ENSP00000336528	0	0	0	0	0	0	0	0.668	0.668
DDX58	ATN1	4445284	4441885	9606.ENSP00000369213	9606.ENSP00000349076	0	0	0	0	0	0	0	0.668	0.668
ITGAM	TLR5	4449997	4449957	9606.ENSP00000441691	9606.ENSP00000440643	0	0	0	0	0.099	0.055	0	0.642	0.668
ADCY7	PKM	4446306	4439337	9606.ENSP00000378187	9606.ENSP00000320171	0	0	0	0	0	0	0.650	0.092	0.668
RHOA	MAP3K1	4448110	4446923	9606.ENSP00000400175	9606.ENSP00000382423	0	0	0	0	0	0.458	0	0.413	0.668
ANXA1	EGF	4444796	4435570	9606.ENSP00000366109	9606.ENSP00000265171	0	0	0	0	0	0	0	0.666	0.667
CXCR4	HMGB1	4447439	4441512	9606.ENSP00000386884	9606.ENSP00000345347	0	0	0	0	0	0	0	0.667	0.667
CD40	SOCS1	4443911	4440100	9606.ENSP00000361359	9606.ENSP00000329418	0	0	0	0	0.085	0	0	0.651	0.667
NCF4	MMP2	4446646	4433061	9606.ENSP00000380334	9606.ENSP00000219070	0	0	0	0	0	0	0.650	0.089	0.667
LCN2	TLR2	4444080	4434743	9606.ENSP00000362108	9606.ENSP00000260010	0	0	0	0	0.086	0	0	0.650	0.667
MMP9	AGT	4443919	4442719	9606.ENSP00000361405	9606.ENSP00000355627	0	0	0	0	0	0	0	0.667	0.667
PTPN22	GPR65	4442291	4435771	9606.ENSP00000352833	9606.ENSP00000267549	0	0	0	0	0.667	0	0	0	0.667
TNF	IL7R	4448041	4438199	9606.ENSP00000398698	9606.ENSP00000306157	0	0	0	0	0.090	0	0	0.649	0.667
CXCL8	IL21	4438229	4435442	9606.ENSP00000306512	9606.ENSP00000264497	0	0	0	0	0	0	0	0.667	0.667
IL18	KLRK1	4436375	4433780	9606.ENSP00000280357	9606.ENSP00000240618	0	0	0	0	0	0	0	0.667	0.667
FCGR1A	CX3CR1	4443273	4442101	9606.ENSP00000358165	9606.ENSP00000351059	0	0	0	0	0.185	0	0	0.608	0.667
CLDN2	F11R	4449983	4443014	9606.ENSP00000441283	9606.ENSP00000357005	0	0	0	0	0.063	0	0	0.659	0.667
MMP3	HGF	4437610	4433227	9606.ENSP00000299855	9606.ENSP00000222390	0	0	0	0	0.069	0	0	0.656	0.666
FGF2	NT5E	4435443	4434567	9606.ENSP00000264498	9606.ENSP00000257770	0	0	0	0	0.062	0	0	0.658	0.666
FGF2	EFNB2	4435443	4433928	9606.ENSP00000264498	9606.ENSP00000245323	0	0	0	0	0.069	0	0	0.655	0.666
DLG5	TCTA	4443928	4436085	9606.ENSP00000361467	9606.ENSP00000273590	0	0	0	0	0	0	0	0.666	0.666
CASP3	FGF2	4438651	4435443	9606.ENSP00000311032	9606.ENSP00000264498	0	0	0	0	0	0	0	0.666	0.666
TNF	AGT	4448041	4442719	9606.ENSP00000398698	9606.ENSP00000355627	0	0	0	0	0	0	0	0.666	0.666
IL6ST	IL9	4445526	4436141	9606.ENSP00000370698	9606.ENSP00000274520	0	0	0	0	0	0	0.600	0.201	0.666
LGALS3	TIMP1	4434352	4433052	9606.ENSP00000254301	9606.ENSP00000218388	0	0	0	0	0.389	0	0	0.477	0.666
HMMR	MAPK1	4446202	4432880	9606.ENSP00000377492	9606.ENSP00000215832	0	0	0	0	0	0.379	0	0.485	0.666
IL10	CDH1	4448642	4434944	9606.ENSP00000412237	9606.ENSP00000261769	0	0	0	0	0	0	0	0.665	0.666
TLR4	IL37	4444300	4435238	9606.ENSP00000363089	9606.ENSP00000263326	0	0	0	0	0	0	0	0.666	0.666
PLA2G2A	CYP4F2	4447011	4433177	9606.ENSP00000383364	9606.ENSP00000221700	0	0	0	0	0.069	0	0.650	0.058	0.666
TNFRSF9	CD86	4451323	4440320	9606.ENSP00000478699	9606.ENSP00000332049	0	0	0	0	0.059	0	0	0.659	0.666
ENTPD1	P2RY14	4443695	4438407	9606.ENSP00000360250	9606.ENSP00000308361	0	0	0	0	0.117	0	0	0.637	0.666
ITGB2	FCGR3A	4446737	4442995	9606.ENSP00000380948	9606.ENSP00000356946	0	0	0	0	0.588	0	0	0.224	0.666
NLRP3	CXCL8	4440784	4438229	9606.ENSP00000337383	9606.ENSP00000306512	0	0	0	0	0.095	0	0	0.646	0.666
CD163	FCGR2A	4442211	4435978	9606.ENSP00000352071	9606.ENSP00000271450	0	0	0	0	0.316	0	0	0.530	0.665
FKBP5	SGK1	4450132	4442972	9606.ENSP00000444810	9606.ENSP00000356832	0	0	0	0	0	0.189	0	0.604	0.665
NLRC4	NOD2	4447203	4437679	9606.ENSP00000385090	9606.ENSP00000300589	0	0	0	0.541	0.212	0.336	0	0.849	0.665
TLR4	MAPK14	4444300	4433482	9606.ENSP00000363089	9606.ENSP00000229795	0	0	0	0	0	0.050	0	0.662	0.665
ENSG00000255819	IL18	4451508	4436375	9606.ENSP00000480609	9606.ENSP00000280357	0	0	0	0	0	0	0	0.665	0.665
